Aro000108;2.000
Aro000109;65.000
Aro000110;0.000
Aro000111;0.000
Aro000112;5.000
Aro000113;4.000
Aro000114;3.000
Aro000115;2.000
Aro000116;0.000
Aro000117;3.000
Aro000118;7.000
Aro000119;5.000
Aro000120;10.000
Aro000121;13.000
Aro000122;0.000
ATAS0001;0.000
ATAS0002;19.000
ATAS0003;1.000
ATAS0004;0.000
ATAS0005;6.000
ATAS0006;4.000
ATAS0008;0.000
ATAS0009;9.000
ATAS0011;3.000
ATAS0012;15.000
ATAS0017;8.000
ATAS0022;0.000
ATAS0025;1.000
ATAS0028;0.000
ATAS0029;0.000
ATAS0030;2.000
ATAS0031;66.000
ATAS0032;3.000
ATAS0033;0.000
ATAS0034;3.000
ATAS0035;0.000
ATAS0036;7.000
ATAS0037;0.000
ATAS0038;0.000
ATAS0039;16.000
ATAS0040;0.000
ATAS0041;0.000
ATAS0042;0.000
ATAS0043;4.000
ATAS0044;13.000
ATAS0045;23.000
ATAS0046;18.000
ATAS0047;8.000
ATAS0048;19.000
ATAS0049;5.000
ATAS0050;18.000
ATAS0051;5.000
ATAS0052;5.000
ATAS0053;195.000
ATAS0055;10.000
ATAS0056;8.000
ATAS0057;2.000
ATAS0058;0.000
ATAS0059;0.000
ATAS0060;5.000
ATAS0061;0.000
ATAS0062;6.000
ATAS0063;6.000
ATAS0064;6.000
ATAS0067;4.000
ATAS0068;8.000
ATAS0069;8.000
ATAS0070;0.000
ATAS0071;8.000
ATAS0072;15.000
ATAS0073;0.000
ATAS0074;0.000
ATAS0075;0.000
ATAS0076;0.000
ATAS0077;0.000
ATAS0078;0.000
ATAS0079;0.000
ATAS0080;0.000
ATAS0081;29.000
ATAS0082;0.000
ATAS0083;15.000
ATAS0084;7.000
ATAS0085;0.000
ATAS0086;0.000
ATAS0087;0.000
ATAS0088;1.000
ATAS0089;29.000
ATAS0090;17.000
ATAS0091;10.000
ATAS0092;12.000
ATAS0093;0.000
ATAS0094;1.000
ATAS0095;7.000
ATAS0096;0.000
ATAS0097;1.000
ATAS0098;0.000
ATAS0099;0.000
ATAS0100;0.000
ATAS0101;8.000
ATAS0102;0.000
ATAS0103;6.000
ATAS0104;5.000
ATAS0105;5.000
ATAS0106;0.000
ATAS0107;19.000
ATAS0108;0.000
ATAS0109;0.000
ATAS0110;2.000
ATAS0111;0.000
ATAS0112;3.000
ATAS0113;3.000
ATAS0114;0.000
ATAS0115;0.000
ATAS0116;13.000
ATAS0117;10.000
ATAS0118;1.000
ATAS0119;5.000
ATAS0120;0.000
ATAS0122;0.000
ATAS0123;37.000
ATAS0124;4.000
ATAS0125;0.000
ATAS0126;33.000
ATAS0127;7.000
ATAS0129;3.000
ATAS0130;13.000
ATAS0132;0.000
ATAS0133;1.000
ATAS0134;1.000
ATAS0135;10.000
ATAS0136;0.000
ATAS0137;3.000
ATAS0138;0.000
ATAS0139;3.000
ATAS0140;0.000
ATAS0141;0.000
ATAS0142;13.000
ATAS0143;6.000
ATAS0144;0.000
ATAS0145;4.000
ATAS0146;0.000
ATAS0147;0.000
ATAS0148;3.000
ATAS0149;21.000
ATAS0150;0.000
ATAS0151;0.000
ATAS0152;1.000
ATAS0153;9.000
ATAS0154;0.000
ATAS0155;0.000
ATAS0156;0.000
ATAS0157;13.000
ATAS0158;14.000
ATAS0159;4.000
ATAS0160;1.000
ATAS0161;16.000
ATAS0162;4.000
ATAS0163;12.000
ATAS0164;4.000
ATAS0165;1.000
ATAS0166;7.000
ATAS0167;0.000
ATAS0168;5.000
ATAS0169;5.000
ATAS0170;6.000
ATAS0171;0.000
ATAS0172;9.000
ATAS0173;2.000
ATAS0174;2.000
ATAS0175;1.000
ATAS0176;9.000
ATAS0177;8.000
ATAS0178;2.000
ATAS0179;7.000
ATAS0180;2.000
ATAS0181;5.000
ATAS0182;2.000
ATAS0183;9.000
ATAS0184;11.000
ATAS0185;7.000
ATAS0186;6.000
ATAS0187;13.000
ATAS0188;6.000
ATAS0189;6.000
ATAS0190;1.000
ATAS0191;1.000
ATAS0192;2.000
ATAS0193;16.000
ATAS0194;0.000
ATAS0195;4.000
ATAS0196;219.000
ATAS0197;0.000
ATAS0198;0.000
ATAS0199;6.000
ATAS0200;0.000
ATAS0201;0.000
ATAS0202;0.000
BAS000001;0.000
BAS000002;0.000
BAS000003;0.000
BAS000004;0.000
BAS000005;0.000
BAS000006;4.000
BAS000007;0.000
BAS000008;3.000
BAS000009;0.000
BAS000010;0.000
BOL000001;2.000
CAR000001;0.000
CAR000002;1.000
CAR000003;0.000
CAR000004;0.000
CAR000005;1.000
CAR000006;0.000
CAR000007;0.000
CAR000008;0.000
CAR000009;0.000
CAR000010;0.000
CAR000011;0.000
CAR000012;0.000
CAR000013;0.000
CAR000014;0.000
CAR000015;0.000
CAR000016;1.000
CAR000017;0.000
CAR000018;0.000
CAR000019;0.000
CAR000020;0.000
CAR000021;0.000
CAR000022;0.000
CAR000023;0.000
CAR000024;0.000
CAR000025;0.000
CAR000026;1.000
CAR000027;0.000
CAR000028;1.000
CAR000029;1.000
CAR000030;0.000
CAR000031;1.000
CAR000032;0.000
CART0001;0.000
CART0002;0.000
CART0003;4.000
CART0004;0.000
CART0005;0.000
CART0006;9.000
CART0007;0.000
CART0008;0.000
CART0009;0.000
CART0010;3.000
CART0011;3.000
CART0012;0.000
CART0013;0.000
CART0014;0.000
CART0015;10.000
CART0016;0.000
CART0017;20.000
CART0018;5.000
CART0019;0.000
CART0020;0.000
CART0021;7.000
CART0022;2.000
CART0023;0.000
CART0025;5.000
CART0026;0.000
CART0027;10.000
CART0028;9.000
CART0029;0.000
CART0030;0.000
CART0031;2.000
CART0032;0.000
CART0033;0.000
CART0034;0.000
CART0035;0.000
CART0036;420.000
CART0037;0.000
CART0038;0.000
CART0039;0.000
CART0040;0.000
CART0041;0.000
CART0042;0.000
CART0043;0.000
CART0044;0.000
CART0045;6.000
CART0046;0.000
CART0047;5.000
CART0048;0.000
CART0049;0.000
CART0050;4.000
CART0051;0.000
CART0052;0.000
CART0053;0.000
CART0054;0.000
CART0055;0.000
CART0056;0.000
CART0057;0.000
CART0058;0.000
CART0059;0.000
CART0060;0.000
CART0061;0.000
CART0062;0.000
CART0063;0.000
CART0064;0.000
CART0065;1.000
CART0066;0.000
CART0067;1.000
CART0068;0.000
CART0069;0.000
CART0070;0.000
CART0071;9.000
CART0072;39.000
CART0073;0.000
CART0074;2.000
CART0075;0.000
CART0076;1.000
CART0077;0.000
CART0078;0.000
CART0079;0.000
CART0080;0.000
CART0081;0.000
CART0082;0.000
CART0083;0.000
CART0084;0.000
CART0085;0.000
CART0086;0.000
CART0088;0.000
CART0089;1.000
CART0090;0.000
CART0091;0.000
CART0092;3.000
CART0093;0.000
CART0094;0.000
CART0095;0.000
CART0096;0.000
CART0097;0.000
CART0098;0.000
CART0099;0.000
CART0100;0.000
CART0101;0.000
CART0102;0.000
CART0103;0.000
CART0104;7.000
CART0105;0.000
CART0106;2.000
CART0107;4.000
CART0108;0.000
CART0109;10.000
CART0110;0.000
CART0111;3.000
CART0112;4.000
CART0113;1.000
CART0114;3.000
CART0115;0.000
CART0116;0.000
CART0117;3.000
CART0118;4.000
CART0119;7.000
CART0120;2.000
CART0121;1.000
CART0122;0.000
CART0123;0.000
CART0124;0.000
CART0125;0.000
CART0126;0.000
CART0127;0.000
CART0128;0.000
CART0129;0.000
CART0130;0.000
CART0131;0.000
CART0132;0.000
CART0133;3.000
CART0134;0.000
CART0135;8.000
CART0136;0.000
CART0137;0.000
CART0138;0.000
CART0139;1.000
CART0140;3.000
CART0141;3.000
CART0142;2.000
CART0143;1.000
CART0144;1.000
CART0145;1.000
CART0146;2.000
CART0151;0.000
CART0153;1.000
CART0156;0.000
CART0157;0.000
CART0158;0.000
CART0159;0.000
CART0160;0.000
CART0161;0.000
CART0162;3.000
CART0163;7.000
CART0165;0.000
CART0168;2.000
CART0169;0.000
CART0170;0.000
CART0171;0.000
CART0172;0.000
CART0174;0.000
CART0175;0.000
CART0176;2.000
CART0177;0.000
CART0178;0.000
CART0181;0.000
CART0183;0.000
CART0184;0.000
CART0186;0.000
CART0190;0.000
CART0191;0.000
CART0193;0.000
CART0194;0.000
CART0197;1.000
CART0199;0.000
CART0200;0.000
CART0201;0.000
CART0202;2.000
CART0203;0.000
CART0204;0.000
CART0205;0.000
CART0206;0.000
CHE000001;0.000
CHE000002;3.000
CHE000003;3.000
CHE000004;0.000
CHE000005;0.000
CHE000006;0.000
CHE000007;0.000
CHE000008;0.000
CHE000010;48.000
CHE000011;7.000
CHE000012;1.000
Che000013;2.000
CHE000014;0.000
Che000015;0.000
CHE000016;0.000
Che000017;8.000
Che000018;0.000
Che000019;0.000
Che000020;0.000
Che000021;0.000
Che000022;2.000
Che000023;1.000
Che000024;0.000
Che000025;0.000
CHE000029;0.000
CHE000030;1.000
CHE000031;0.000
CHE000032;0.000
CHE000033;7.000
CHE000034;0.000
CHE000035;1.000
CHE000036;5.000
CHE000037;0.000
CHE000038;1.000
CHE000039;0.000
CHE000040;1.000
Che000041;0.000
CHE000042;8.000
CHE000043;0.000
CHE000044;0.000
CHE000045;0.000
CHE000046;14.000
CHE000047;0.000
CHE000048;0.000
CHE000049;2.000
CHE000050;0.000
CHE000051;1.000
CHE000052;0.000
CHE000053;0.000
CHE000054;0.000
Che000055;16.000
CHE000056;0.000
Che000058;0.000
CHE000059;5.000
Che000060;0.000
Che000061;0.000
Che000062;0.000
Che000063;48.000
Che000064;0.000
Che000065;2.000
Che000066;6.000
Che000067;3.000
Che000068;4.000
Che000069;0.000
Che000070;6.000
Che000071;0.000
Che000072;0.000
Che000073;0.000
CHE000074;0.000
Che000075;0.000
Che000076;0.000
Che000077;0.000
CHE000078;0.000
Che000079;6.000
CHE000080;0.000
CHE000081;74.000
CHE000082;10.000
CHE000083;8.000
Che000084;14.000
CHE000085;2.000
CHE000086;3.000
Che000087;2.000
CIDL0002;26.000
CIDL0003;0.000
CIDL0004;0.000
CIDL0005;0.000
CIDL0006;14.000
CIDL0007;0.000
CIDL0008;16.000
CIDL0010;0.000
CIDL0011;76.000
CIDL0012;28.000
CIDL0013;34.000
CIDL0014;57.000
CIDL0017;0.000
CIDL0018;1.000
CIDL0023;0.000
CIDL0024;2.000
CIDL0025;0.000
CIDL0026;3.000
CIDL0027;41.000
CIDL0028;43.000
CIDL0032;0.000
CIDL0033;1.000
CIDL0034;36.000
CIDL0036;2.000
CIDL0037;1.000
CIDL0038;6.000
CIDL0039;36.000
CIDL0040;35.000
CIDL0041;25.000
CIDL0044;0.000
CIDL0045;1.000
CIDL0046;0.000
CIDL0054;0.000
CIDL0055;4.000
CIDL0056;0.000
CIDL0057;6.000
CIDL0061;0.000
CIDL0062;4.000
CIDL0063;4.000
CIDL0064;5.000
CIDL0066;0.000
CIDL0067;1.000
CIDL0068;0.000
CIDL0069;0.000
CIDL0070;3.000
CIDL0071;15.000
CIDL0074;1.000
CIDL0075;2.000
CIDL0076;0.000
CIDL0077;0.000
CIDL0078;0.000
CIDL0079;0.000
CIDL0081;1.000
CIDL0083;0.000
CIDL0084;4.000
CIDL0085;0.000
CIDL0086;3.000
CIDL0087;4.000
CIDL0090;1.000
CIDL0091;2.000
CIDL0092;30.000
CIDL0095;0.000
CIDL0096;0.000
CIDL0097;0.000
CIDL0098;0.000
CIDL0099;7.000
CIDL0100;6.000
CIDL0101;0.000
CIDL0103;0.000
CIDL0104;0.000
CIDL0105;1.000
CIDL0107;12.000
CIDL0112;4.000
CIDL0114;0.000
CIDL0115;0.000
CIDL0117;12.000
CIDL0119;0.000
CIDL0121;1.000
CIDL0122;1.000
CIDL0124;0.000
CIDL0126;1.000
CIDL0127;5.000
CIDL0128;5.000
CIDL0129;0.000
CIDL0130;0.000
CIDL0134;0.000
CIDL0135;0.000
CIDL0136;0.000
CIDL0140;1.000
CIDL0144;2.000
CIDL0145;0.000
CIDL0146;0.000
CIDL0147;0.000
CIDL0149;3.000
CIDL0150;0.000
CIDL0151;0.000
CIDL0153;6.000
CIDL0154;5.000
CIDL0155;0.000
CIDL0158;0.000
CIDL0159;0.000
CIDL0161;0.000
CIDL0162;0.000
CIDL0167;1.000
CIDL0170;1.000
CIDL0171;0.000
CIDL0172;0.000
CIDL0175;3.000
CIDL0176;0.000
CIDL0179;0.000
CIDL0181;0.000
CIDL0182;6.000
CIDL0184;0.000
CIDL0186;0.000
CIDL0187;0.000
CIDL0188;0.000
CIDL0191;1.000
CIDL0192;3.000
CIDL0196;0.000
CIDL0201;0.000
CIDL0202;0.000
CIDL0203;0.000
CIDL0205;0.000
CIDL0208;0.000
CIDL0213;0.000
CIDL0217;29.000
CIDL0223;30.000
CIDL0224;0.000
CIDL0226;0.000
CIDL0227;4.000
CIDL0228;5.000
CIDL0229;0.000
CIDL0233;0.000
CIDL0235;0.000
CIDL0237;0.000
CIDL0238;0.000
CIDL0240;0.000
CIDL0242;0.000
CIDL0243;16.000
CIDL0244;1.000
CIDL0246;1.000
CIDL0247;1.000
CIDL0248;0.000
CIDL0249;53.000
CIDL0251;0.000
CIDL0254;0.000
CIDL0255;0.000
CIDL0256;0.000
CIDL0257;0.000
CIDL0258;0.000
CIDL0259;4.000
CIDL0260;0.000
CIDL0261;0.000
CIDL0264;0.000
CIDL0265;17.000
CIDL0266;0.000
CIDL0267;0.000
CIDL0268;1.000
CIDL0269;0.000
CIDL0270;0.000
CIDL0271;0.000
CIDL0272;0.000
CIDL0273;2.000
CIDL0274;1.000
CIDL0275;0.000
CIDL0276;0.000
CIDL0277;1.000
CIDL0278;0.000
CIDL0279;0.000
CIDL0280;1.000
CIDL0281;0.000
CIDL0282;0.000
CIDL0283;0.000
CIDL0284;234.000
CIDL0285;7.000
CIDL0287;0.000
CIDL0288;2.000
CIDL0289;0.000
CIDL0290;0.000
CIDL0291;16.000
CIDL0292;4.000
CIDL0293;0.000
CIDL0294;1.000
CIDL0295;0.000
CIDL0296;0.000
CIDL0297;2.000
CIDL0298;0.000
CIDL0299;0.000
CIDL0300;0.000
CIDL0301;4.000
CIDL0302;0.000
CIDL0303;0.000
CIDL0304;0.000
CIDL0305;40.000
CIDL0306;0.000
CIDL0307;0.000
CIDL0308;0.000
CIDL0309;0.000
CIDL0310;165.000
CIDL0311;1.000
CIDL0312;0.000
CIDL0313;38.000
CIDL0314;0.000
CIDL0315;60.000
CIDL0316;5.000
CIDL0317;34.000
CIDL0318;0.000
CIDL0319;0.000
CIDL0320;6.000
CIDL0321;0.000
CIDL0322;0.000
CIDL0323;1.000
CIDL0324;0.000
CIDL0325;0.000
CIDL0326;0.000
CIDL0327;0.000
CIDL0328;0.000
CIDL0329;2.000
CIDL0330;0.000
CIDL0331;0.000
CIDL0332;0.000
CIDL0333;0.000
CIDL0334;4.000
CIDL0335;0.000
CIDL0336;23.000
CIDL0337;0.000
CIDL0338;1.000
CONC0001;10.000
CONC0002;5.000
CONC0003;2.000
CONC0004;1.000
CONC0005;1.000
CONC0006;2.000
CONC0007;0.000
CONC0008;1.000
CONC0009;0.000
CONC0010;0.000
CONC0011;0.000
CONC0012;2.000
CONC0013;0.000
CONC0014;0.000
CONC0015;0.000
CONC0017;1.000
CONC0020;1.000
CONC0022;0.000
CONC0024;0.000
CONC0025;0.000
CONC0027;15.000
CONC0030;0.000
CONC0031;0.000
CONC0032;0.000
CONC0033;0.000
CONC0034;0.000
CONC0035;0.000
CONC0036;0.000
CONC0037;0.000
CONC0038;0.000
CONC0039;0.000
CONC0040;0.000
CONC0041;0.000
CONC0042;0.000
CONC0043;0.000
CONC0045;0.000
CONC0047;0.000
CONC0051;0.000
CONC0052;0.000
CONC0053;1.000
CONC0054;0.000
CONC0055;0.000
CONC0056;0.000
CONC0057;0.000
CONC0058;0.000
CONC0059;0.000
CONC0060;0.000
CONC0062;0.000
CONC0063;0.000
CONC0064;0.000
CONC0065;0.000
CONC0066;2.000
CONC0067;0.000
CONC0068;0.000
CONC0069;0.000
CONC0070;0.000
CONC0071;0.000
CONC0072;0.000
CONC0073;0.000
CONC0074;0.000
CONC0077;0.000
CONC0078;0.000
CONC0079;0.000
CONC0080;0.000
CONC0081;1.000
DAF000003;0.000
DAF000005;0.000
DAF000006;0.000
DAF000010;3.000
DAF000017;0.000
DAF000021;0.000
DAF000028;3.000
DAF000029;34.000
DAF000040;0.000
DAF000041;4.000
DAF000050;0.000
DAF000051;0.000
DAF000052;0.000
DAF000054;0.000
DAF000055;1.000
DAF000057;0.000
DAF000059;0.000
DAF000060;6.000
DAF000062;3.000
DAF000063;131.000
DAF000064;2.000
DAF000065;0.000
DAF000069;0.000
DAF000071;0.000
DAF000076;0.000
DAF000078;0.000
DAF000079;1.000
DAF000080;9.000
DAF000081;2.000
DAF000082;31.000
DAF000083;0.000
DAF000084;0.000
DAF000085;8.000
DAF000087;0.000
DAF000088;0.000
DAF000089;0.000
DAF000090;0.000
DAF000091;6.000
DAF000092;0.000
DAF000093;30.000
DAF000094;0.000
DAF000095;0.000
DAF000096;0.000
DAF000097;0.000
DAF000098;0.000
DAF000100;4.000
DAF000101;0.000
DAF000102;0.000
DAF000103;0.000
DAF000104;25.000
DAF000105;0.000
DAF000106;0.000
DAF000107;0.000
DAF000108;0.000
DAF000109;0.000
DAF000110;13.000
DAF000111;0.000
DAF000112;0.000
DAF000113;7.000
DAF000114;0.000
DAF000115;0.000
DAF000116;0.000
DAF000117;0.000
DAF000118;0.000
DAF000119;0.000
DAF000120;0.000
DAF000121;0.000
DAF000122;0.000
DAF000123;0.000
DAF000124;0.000
DAF000125;0.000
DAF000126;0.000
DAF000127;0.000
DAF000128;0.000
DAF000129;0.000
DAF000130;0.000
DAF000131;0.000
DAF000132;2.000
DAF000133;0.000
DAF000134;53.000
DAF000135;0.000
DAF000136;10.000
DAF000137;0.000
DAF000138;0.000
DAF000139;0.000
DAF000140;0.000
DAF000141;0.000
DAF000142;0.000
DAF000143;0.000
DAF000144;0.000
DAF000145;0.000
DAF000146;0.000
DAF000147;0.000
DAF000148;11.000
DAF000149;0.000
DAF000150;0.000
DAF000151;0.000
DAF000152;0.000
DAF000153;0.000
DAF000154;0.000
DAF000155;0.000
DAF000156;0.000
DAF000157;9.000
DAF000158;3.000
DAF000159;0.000
DAF000160;0.000
DAF000161;0.000
DAF000162;0.000
DAF000163;0.000
DAF000164;0.000
DAF000165;0.000
DAF000166;0.000
DAF000167;0.000
DAF000168;0.000
DAF000169;0.000
DAF000170;0.000
DAF000171;0.000
DAF000172;0.000
DAF000173;0.000
DAF000174;0.000
DAF000175;9.000
DAF000176;0.000
DAF000177;0.000
DAF000178;36.000
DAF000179;0.000
DAF000180;21.000
DAF000181;0.000
DAF000182;0.000
DAF000183;0.000
DAF000184;0.000
DAF000185;0.000
DAF000186;1.000
DAF000187;6.000
DAF000188;0.000
DAF000189;0.000
DAF000190;0.000
DAF000191;14.000
DAF000192;0.000
DAF000193;0.000
DAF000194;0.000
DAF000195;0.000
DAF000196;0.000
DAF000197;0.000
DAF000198;0.000
DAF000199;0.000
DAF000200;0.000
DAF000201;0.000
DAF000202;0.000
DAF000203;2.000
DAF000204;7.000
DAF000205;0.000
DAF000206;4.000
DAF000207;0.000
DAF000209;3.000
DAF000211;3.000
DAF000212;0.000
DAF000213;4.000
DAF000214;15.000
DAF000215;10.000
DAF000216;0.000
DAF000217;9.000
DAF000218;32.000
DAF000219;0.000
DAF000220;7.000
DAF000221;2.000
DAF000222;11.000
DAF000223;4.000
DAF000224;2.000
DAF000225;0.000
DAF000226;1.000
DAF000227;0.000
DET000002;0.000
DET000003;0.000
DET000012;0.000
DET000013;0.000
DET000014;0.000
DET000020;2.000
DET000021;0.000
DET000022;3.000
DET000023;0.000
DET000024;1.000
DET000025;4.000
DET000026;0.000
DET000027;0.000
DET000028;0.000
DET000029;0.000
DET000030;0.000
DET000031;0.000
DET000032;0.000
DET000033;0.000
DET000034;0.000
DET000035;1.000
DET000036;1.000
DET000037;0.000
DET000038;5.000
DET000039;7.000
DET000040;2.000
DET000041;0.000
DET000042;1.000
DET000043;0.000
DET000044;1.000
DET000045;0.000
DET000046;2.000
DET000047;0.000
DET000048;0.000
DET000049;0.000
DET000050;0.000
DET000051;0.000
DET000052;0.000
DET000053;0.000
DET000054;0.000
DET000056;0.000
DET000057;0.000
DET000058;0.000
DET000059;0.000
DET000060;0.000
DET000061;3.000
DET000062;0.000
DET000063;1.000
DET000064;0.000
DET000065;0.000
DET000068;2.000
DET000069;1.000
DET000070;0.000
DET000071;0.000
DET000072;0.000
DET000073;0.000
DET000074;0.000
DET000075;0.000
DET000076;0.000
DET000077;0.000
DET000078;0.000
DET000079;0.000
DET000080;1.000
DET000081;1.000
DET000082;0.000
DET000083;0.000
DET000084;0.000
DET000085;2.000
DET000086;0.000
DET000087;0.000
DET000088;0.000
DET000089;0.000
DET000090;0.000
DET000091;0.000
DET000092;0.000
DET000093;1.000
DET000094;1.000
DET000095;0.000
DET000096;0.000
DET000097;0.000
DET000098;3.000
DET000099;0.000
DET000100;0.000
DET000101;1.000
DET000102;4.000
DET000103;0.000
DET000104;1.000
DET000105;9.000
DET000106;1.000
DET000107;0.000
DET000108;0.000
DET000109;2.000
DET000110;1.000
DET000111;1.000
DET000112;1.000
DET000113;1.000
DET000114;0.000
DET000115;1.000
DOLP0001;0.000
DOLP0002;37.000
DOLP0003;37.000
DOLP0005;26.000
DOLP0006;32.000
DOLP0010;0.000
DOLP0018;1.000
DOLP0022;0.000
DOLP0024;0.000
DOLP0030;25.000
DOLP0032;0.000
DOLP0033;2.000
DOLP0034;0.000
DOLP0050;0.000
DOLP0055;0.000
DOLP0062;0.000
DOLP0063;0.000
DOLP0064;0.000
DOLP0065;0.000
DOLP0066;0.000
DOLP0067;1.000
DOLP0068;4.000
DOLP0069;0.000
DOLP0070;0.000
DOLP0072;40.000
DOLP0073;0.000
DOLP0074;6.000
DOLP0075;0.000
DOLP0076;0.000
DOLP0077;0.000
DOLP0078;2.000
DOLP0079;0.000
DOLP0080;0.000
DOLP0081;1.000
DOLP0082;15.000
DOLP0083;13.000
DOLP0084;4.000
DOLP0085;43.000
DOLP0086;2.000
DOLP0087;1.000
DOLP0088;3.000
DOLP0089;0.000
DOLP0090;18.000
DOLP0091;1.000
DOLP0092;17.000
DRA000001;0.000
DRA000002;0.000
DRA000003;0.000
DRA000004;0.000
DRA000005;1.000
DRA000006;0.000
DRA000007;12.000
DRA000008;0.000
DRA000009;0.000
DRA000010;0.000
DRA000011;0.000
DRA000012;31.000
DRA000013;0.000
DRA000014;10.000
DRA000015;7.000
DRA000016;0.000
DRA000017;3.000
DRA000018;16.000
DRA000019;0.000
DRA000020;0.000
DRA000021;0.000
DRA000022;3.000
DRA000023;1.000
DRA000024;1.000
DRA000025;0.000
DRA000026;6.000
DRA000027;1.000
DRA000028;9.000
DRA000029;21.000
DRA000030;0.000
DRA000031;0.000
DRA000032;4.000
DRA000033;0.000
DRA000034;0.000
DRA000035;58.000
DRA000036;0.000
DRA000037;0.000
DRA000038;0.000
DRA000039;0.000
DRA000040;0.000
DRA000041;0.000
DRA000042;3.000
DRA000043;0.000
DRA000044;0.000
DRA000045;0.000
DRA000046;0.000
DRA000047;0.000
DRA000048;12.000
DRA000049;0.000
DRA000050;0.000
DRA000051;1.000
DRA000052;0.000
DRA000053;0.000
DRA000054;19.000
DRA000055;6.000
DRA000056;0.000
DRA000057;0.000
DRA000058;0.000
DRA000059;12.000
DRA000060;46.000
DRA000061;24.000
DRA000062;38.000
DRA000063;0.000
DRA000064;0.000
DRA000065;0.000
DRA000066;14.000
DRA000067;12.000
DRA000068;24.000
DRA000069;12.000
DRA000070;9.000
DRA000071;9.000
DRA000072;6.000
DRA000073;3.000
DRA000074;3.000
DRA000075;0.000
DRA000076;21.000
DRA000077;13.000
DRA000078;13.000
DRA000079;0.000
DRA000080;13.000
DRA000081;6.000
DRA000082;9.000
DRA000083;16.000
DRA000084;0.000
DRA000085;6.000
DRA000086;9.000
DRA000087;18.000
DRA000088;18.000
DRA000089;26.000
DRA000090;3.000
DRA000091;8.000
DRA000092;0.000
